turbine_id,source,feature,grid_id,distance_km,distance_rank,is_nearest_grid,n_overlap_speed,l3_root_ms,mae_ms,rmse_ms,bias_nwp_minus_scada_ms,correlation,scada_mean_ms,nwp_mean_ms,scada_p90_ms,nwp_p90_ms,strong_wind_count,strong_wind_l3_root_ms,overall_rank,source_rank,n_overlap_direction,circular_mae_deg,circular_p90_abs_error_deg,mean_cosine_agreement,estimated_scada_offset_deg,offset_corrected_circular_mae_deg,offset_corrected_mean_cosine_agreement,raw_direction_rank,offset_corrected_direction_rank
vestas_wtg09,gfs,pbl,7,36.89015613235062,8,False,26303,6.150637549086357,4.2869695214983325,5.294553187295318,-3.734205140529026,0.5128892143269308,7.15159202372353,3.4173868831945042,12.816666666666668,8.383314255795034,5820,8.984631889968073,84.0,36.0,26303,47.588301807515045,111.08428380134946,0.5759577273491333,-14.363574635408362,45.33061989107514,0.5945424905589496,95.0,92.0
vestas_wtg09,gfs,850hpa,7,36.89015613235062,8,False,26303,4.125481055474102,2.5013146733518825,3.325374207734537,0.6537908355971087,0.7981352014049168,7.15159202372353,7.805382859320638,12.816666666666668,15.772374034265116,5820,4.732628349282123,41.0,2.0,26303,31.69854920312553,75.70299641172272,0.7607299462164645,-8.654347381547778,30.21439542422764,0.7694913003720227,59.0,66.0
vestas_wtg09,gfs,700hpa,7,36.89015613235062,8,False,26303,9.341044837300858,6.057274555598791,7.867092815286083,5.030756506457034,0.592240715897239,7.15159202372353,12.182348530180564,12.816666666666668,23.264043824723316,5820,10.650987621864791,116.0,52.0,26303,45.95726060798136,130.02969930758465,0.5698943724876887,-6.329301722285603,45.39763366853517,0.5733893490984542,85.0,94.0
vestas_wtg09,gfs,500hpa,7,36.89015613235062,8,False,26303,18.484671508662828,12.938676140857984,16.023306234619113,12.46510328499899,0.3652503730291217,7.15159202372353,19.61669530872252,12.816666666666668,34.25935862318126,5820,19.679645947789247,125.0,61.0,26303,51.71677063081409,147.30023187929734,0.48885898441099146,-3.057931889219727,51.6434923142584,0.48955605971096233,103.0,114.0
vestas_wtg09,gfs,10m,8,31.67928505428575,6,False,26303,6.669384136689596,4.912217465743007,5.873055488752823,-4.873200597970124,0.5397579322463312,7.15159202372353,2.278391425753406,12.816666666666668,4.309741814340957,5820,10.000141307806995,91.0,43.0,26303,33.88021420318198,88.38308905871189,0.7251436966066935,7.598039556091278,32.96338213258586,0.7315668056209746,67.0,71.0
vestas_wtg09,gfs,80m,8,31.67928505428575,6,False,26303,5.572179667181919,3.8830136508286093,4.806948264008131,-3.6768273911998723,0.5945264332796854,7.15159202372353,3.474764632523657,12.816666666666668,6.92523360892223,5820,8.292655777760002,73.0,25.0,26303,29.826716160932857,78.29847382669772,0.7678107097143211,8.198582945084441,29.184668645414916,0.7757389493950838,51.0,64.0
vestas_wtg09,gfs,100m,8,31.67928505428575,6,False,26303,5.411198578452934,3.746853723804501,4.656013124621473,-3.4963024998401124,0.6065139430763755,7.15159202372353,3.655289523883417,12.816666666666668,7.313715862201222,5820,8.035406993524363,69.0,21.0,26303,29.275058411701803,76.71258242714322,0.7739527213173187,8.441312631569794,28.598121971244158,0.7824289747870273,47.0,60.0
vestas_wtg09,gfs,pbl,8,31.67928505428575,6,False,26303,5.7836878119144055,3.9129487825251292,4.929680762836061,-2.9352023310368422,0.5784082703644546,7.15159202372353,4.216389692686686,12.816666666666668,10.9846880447961,5820,8.327176833863001,81.0,33.0,26303,32.205900876864106,85.93355572193205,0.7407819873326492,2.459469038212042,32.22225489734791,0.7414650042000267,60.0,69.0
vestas_wtg09,gfs,850hpa,8,31.67928505428575,6,False,26303,4.539701699912552,2.681711280233671,3.6331199649762995,0.9940840564860329,0.8153152309493009,7.15159202372353,8.145676080209562,12.816666666666668,16.84157522657114,5820,5.6836470169908155,48.0,3.0,26303,29.194411766943304,70.61658127518815,0.7834933246699731,-5.916001191745254,28.547728586612536,0.7876884976053029,46.0,59.0
vestas_wtg09,gfs,700hpa,8,31.67928505428575,6,False,26303,9.32182817233364,5.990052751973399,7.8191142309959965,4.827943326129399,0.569540301717674,7.15159202372353,11.97953534985293,12.816666666666668,23.086129423707455,5820,10.801391481529377,115.0,51.0,26303,46.55244437619506,130.6890160496944,0.5630036791332099,-6.020696720061712,46.07517373994388,0.5661263914936863,88.0,98.0
vestas_wtg09,gfs,500hpa,8,31.67928505428575,6,False,26303,18.33328307058146,12.835760122379018,15.894402422125248,12.35513974503981,0.3476133319217761,7.15159202372353,19.50673176876334,12.816666666666668,33.99161018734573,5820,19.131430036162826,124.0,60.0,26303,51.84779626385159,147.78944374460102,0.48731399187798324,-2.7106264562790345,51.78762764489958,0.4878598479648216,106.0,117.0
vestas_wtg09,gfs,10m,9,40.35295966168364,9,False,26303,6.301852593440096,4.637891679812535,5.543858301631897,-4.578909887135563,0.6233723248475098,7.15159202372353,2.5726821365879675,12.816666666666668,4.304854512793151,5820,9.488679729799252,88.0,40.0,26303,40.705511754062506,114.04624552939207,0.636566448037887,20.930980419944902,36.53733309397361,0.681540307531685,77.0,80.0
vestas_wtg09,gfs,80m,9,40.35295966168364,9,False,26303,5.1253928494204315,3.602556512849736,4.427617645050814,-3.362128033019382,0.6617217664689219,7.15159202372353,3.789463990704147,12.816666666666668,7.203040202016619,5820,7.610679405739862,59.0,12.0,26303,37.48502886067286,101.5004413209726,0.6780361637032215,19.931261647548286,33.74054956223827,0.7212365990556523,74.0,73.0
vestas_wtg09,gfs,100m,9,40.35295966168364,9,False,26303,5.00090546555279,3.4967072871046945,4.31107292620627,-3.202741170283812,0.6651497823870227,7.15159202372353,3.948850853439718,12.816666666666668,7.652395281816245,5820,7.395204905793525,56.0,10.0,26303,36.94639395589175,98.97298112334246,0.6849417464063827,19.81846273726881,33.27073215909106,0.7280638261682925,73.0,72.0
vestas_wtg09,gfs,pbl,9,40.35295966168364,9,False,26303,5.341397306920831,3.6096449921529223,4.526901683862085,-2.565715630833024,0.6333574190125951,7.15159202372353,4.585876392890506,12.816666666666668,10.902137994758487,5820,7.738211951455761,65.0,17.0,26303,36.338269453663344,100.07915736955711,0.6896306032774411,15.874683092984526,34.2065858790469,0.7169743798805448,71.0,75.0
vestas_wtg09,gfs,850hpa,9,40.35295966168364,9,False,26303,5.787981856666628,3.275844792430563,4.559233986243275,1.143526330621223,0.750615947045142,7.15159202372353,8.295118354344753,12.816666666666668,18.03238974423614,5820,7.922690895166691,82.0,34.0,26303,32.90221765678733,78.3738505832592,0.7458383680460461,-5.700377143115407,32.3884507816923,0.7495449305556771,63.0,70.0
vestas_wtg09,gfs,700hpa,9,40.35295966168364,9,False,26303,8.913488532707946,5.650028213853973,7.421369200518974,4.35511216804633,0.5204612323612993,7.15159202372353,11.506704191769861,12.816666666666668,21.80654061492511,5820,10.115838297912374,113.0,49.0,26303,47.425782668478284,130.96923702651117,0.5566393403495911,-5.970858997746032,46.940321253904486,0.5596756194357514,94.0,101.0
