tree_weight,mean_score,mean_nmae,mean_ficr,worst_fold,std_score,n_folds
0.6,0.6274923209465495,0.12879160730913516,0.38377624920223413,0.6130968586794983,0.012631384378991386,3
0.75,0.6273797768887569,0.12781450062560026,0.38257405440311415,0.6108142909895123,0.014732449776153046,3
0.5,0.6267886946973774,0.1300106930437996,0.3835880824385543,0.6135055228959972,0.011708371709540536,3
0.4,0.6252268285731458,0.13167620736146152,0.38212986450775316,0.6137728863700752,0.010159200344251045,3
1.0,0.6236110317160586,0.12850470601206856,0.3757267694441857,0.6066260194456117,0.015178459458178193,3
0.25,0.6211073690048495,0.13499790037281933,0.37721263838251834,0.6110774649323351,0.008805414766628439,3
0.0,0.6125944078690201,0.14267460368022186,0.367863419418262,0.605351823952866,0.00647442028546328,3
