variant,group,pred_year,mse,rmse,mae,bias,metric_mse,metric_rmse,metric_mae,metric_bias,score,nmae,ficr,pred_min_ratio,pred_max_ratio,n
share_a075_fixed_50_15_35,kpx_group_2,2024,0.03305742187604331,0.181817001064376,0.14565186683127934,0.10658683854946059,0.026839082164736305,0.16382637811029183,0.1183196042320346,0.04940625651141461,0.684885758752634,0.1183196042320346,0.4880911217373027,0.1493105020227967,0.9552006272144795,8778
share_a075_pinn_raw,kpx_group_3,2023,0.03374136682176999,0.18368823267093073,0.12708396587375598,0.06987940776833733,0.04589350051367637,0.21422768381718635,0.15958860886119347,0.05731940711854854,0.5877544193727231,0.15958860886119347,0.3350974476066396,0.011366826761904762,0.9792061666666667,8759
share_a075_pinn_floor20,kpx_group_3,2023,0.04494753951503489,0.21200834774846694,0.17519606650172068,0.1249422204774409,0.045344155947116944,0.2129416726409299,0.15958413867104837,0.0687705555625964,0.5884492225369441,0.15958413867104837,0.3364825837449365,0.2,0.9792061666666667,8759
share_a075_fixed_50_15_35,kpx_group_3,2023,0.03814895398293593,0.19531757213045614,0.15818362066208014,0.10174894318380474,0.04128478789103316,0.20318658393465144,0.15193426432396034,0.04995131816505501,0.5944295225143827,0.15193426432396034,0.3407933093527258,0.14439685633963525,0.9742083695795339,8759
share_a075_pinn_raw,kpx_group_3,2024,0.02368254079593469,0.15389132787761203,0.1059549418356655,0.05512894232986832,0.03333615331180237,0.18258190850082154,0.13854958028705547,0.04305349957438416,0.6086624636690418,0.13854958028705547,0.3558745076251389,0.0019597950952380955,0.9546775619047619,8778
share_a075_pinn_floor20,kpx_group_3,2024,0.03689856263155237,0.19208998576592265,0.16503593976488842,0.12236717647017979,0.03283212661224486,0.18119637582535933,0.13841286669878813,0.05638343082472937,0.6097710507294134,0.13841286669878813,0.3579549681576149,0.2,0.9546775619047619,8778
share_a075_fixed_50_15_35,kpx_group_3,2024,0.030597670009698916,0.17492189688457793,0.14931162829559225,0.0983798447019384,0.028472848290442332,0.16873899457577177,0.12973813275753154,0.0318232846661839,0.6022136147106436,0.12973813275753154,0.33416536217881865,0.1315024460005704,0.9402842810219072,8778
share_a050_pinn_raw,kpx_group_1,2022,0.02563743044342258,0.16011692741063507,0.12031202530068232,0.07120691484520829,0.03229519012095255,0.17970862561644765,0.1387698853775866,0.06076347904025624,0.6117407124620176,0.1387698853775866,0.36225131030162183,0.014691600787037037,0.9756334768518518,8664
share_a050_pinn_floor20,kpx_group_1,2022,0.03394526822794575,0.18424241701613056,0.15644749860272178,0.114541130516815,0.03166525647240892,0.17794734185260797,0.13792030764504348,0.07088249872770665,0.6142428452689797,0.13792030764504348,0.36640599818300273,0.2,0.9756334768518518,8664
share_a050_fixed_50_15_35,kpx_group_1,2022,0.02930824191975278,0.1711965008980989,0.14372523087516476,0.1010647369210033,0.028869307391664087,0.16990970364185823,0.13128949860811892,0.0630453110861738,0.6266359847023432,0.13128949860811892,0.3845614680128052,0.1422236680719216,0.9878743000066859,8664
share_a050_pinn_raw,kpx_group_1,2023,0.02387390726779951,0.15451183536480145,0.11405296842829825,0.03310081178183743,0.030135725739601958,0.17359644506614172,0.1296663243802475,0.0015389587258482754,0.6289580112487311,0.1296663243802475,0.38758234687770965,0.018677227453703704,0.9615721712962962,8757
share_a050_pinn_floor20,kpx_group_1,2023,0.03212673143917916,0.17923931331931384,0.14934774104504756,0.07643668842291247,0.02937463571059184,0.17139030226530275,0.1286677940640904,0.012769793009082778,0.631591053409616,0.1286677940640904,0.3918499008833222,0.2,0.9615721712962962,8757
