variant,pinn_weight,tree_weight,tcn_family_weight,mean_score,mean_nmae,mean_ficr,worst_fold,std_score,n_folds
pinn0.05_tree0.45_tcn0.50,0.05,0.45,0.49999999999999994,0.6302329848879605,0.12765420496520874,0.3881201747411298,0.6175749975587858,0.010997906257248273,3
pinn0.20_tree0.50_tcn0.30,0.2,0.5,0.30000000000000004,0.6302278391009991,0.12683578318474586,0.38729146138674436,0.6157884596164704,0.012506989102774271,3
pinn0.30_tree0.25_tcn0.45,0.30000000000000004,0.25,0.44999999999999996,0.6302143868717306,0.12930971669220512,0.38973849043566616,0.61810852881083,0.01085254376038416,3
pinn0.10_tree0.45_tcn0.45,0.1,0.45,0.45,0.6301940618839371,0.12734985400598933,0.38773797777386365,0.6170104623119735,0.011422278507032212,3
pinn0.05_tree0.50_tcn0.45,0.05,0.5,0.44999999999999996,0.630163741180927,0.1271440566539124,0.3874715390157662,0.6166534198561301,0.011746982478618226,3
pinn0.15_tree0.40_tcn0.45,0.15000000000000002,0.4,0.44999999999999996,0.6301269811866633,0.12767215660375084,0.38792611897707757,0.6168578593292567,0.011517512009347274,3
pinn0.25_tree0.50_tcn0.25,0.25,0.5,0.25,0.6301079921827016,0.12699004327577354,0.3872060276411767,0.6159471265778217,0.012289276681360031,3
pinn0.10_tree0.60_tcn0.30,0.1,0.6000000000000001,0.29999999999999993,0.6301004589299098,0.1263702040462523,0.38657112190607207,0.615386228398076,0.012858737640411264,3
pinn0.15_tree0.45_tcn0.40,0.15000000000000002,0.45,0.39999999999999997,0.6300887148270109,0.1271829808236997,0.38736041047772146,0.6165917540115289,0.011691678438860136,3
pinn0.20_tree0.30_tcn0.50,0.2,0.30000000000000004,0.5,0.63005285365738,0.12875284041606086,0.3888585477308207,0.6172887275689877,0.011209304369429834,3
pinn0.20_tree0.35_tcn0.45,0.2,0.35000000000000003,0.45,0.6300339650388244,0.12810683605570877,0.3881747661333573,0.6168944738777249,0.011472419372976734,3
pinn0.35_tree0.30_tcn0.35,0.35000000000000003,0.30000000000000004,0.34999999999999987,0.6300302538415962,0.12883540831097962,0.38889591599417184,0.6172275095371869,0.011261353683282547,3
pinn0.05_tree0.55_tcn0.40,0.05,0.55,0.3999999999999999,0.6300004347439064,0.12675216284050922,0.3867530323283222,0.6161408064304285,0.012101453421010303,3
pinn0.20_tree0.55_tcn0.25,0.2,0.55,0.25,0.6299479639483713,0.12664332616993645,0.38653925406667905,0.6154340896796153,0.01261576450745326,3
pinn0.35_tree0.40_tcn0.25,0.35000000000000003,0.4,0.2499999999999999,0.6299388653012207,0.12803599376175842,0.3879137243641999,0.6160441110239261,0.012035236013761783,3
pinn0.35_tree0.25_tcn0.40,0.35000000000000003,0.25,0.3999999999999999,0.6299006865482055,0.12940237885631262,0.3892037519527238,0.6177417382743193,0.010835112551129653,3
pinn0.25_tree0.25_tcn0.50,0.25,0.25,0.5,0.6298739989312468,0.12934292225491267,0.3890909201174062,0.6174615128528321,0.01108316679634832,3
pinn0.25_tree0.55_tcn0.20,0.25,0.55,0.19999999999999996,0.6298443249582942,0.1268618689175289,0.38655051883411756,0.6151048163373396,0.012803953202148948,3
pinn0.30_tree0.50_tcn0.20,0.30000000000000004,0.5,0.19999999999999996,0.6298415223728534,0.12727365916993014,0.38695670391563697,0.6156756053865399,0.012317783620709306,3
pinn0.15_tree0.35_tcn0.50,0.15000000000000002,0.35000000000000003,0.49999999999999994,0.6298361231152936,0.128276583428058,0.38794882965864524,0.6168998051334283,0.011304317693809327,3
pinn0.35_tree0.45_tcn0.20,0.35000000000000003,0.45,0.1999999999999999,0.6297972453400513,0.12780332686718887,0.3873978175472914,0.6154524385209841,0.012443226932431366,3
pinn0.05_tree0.60_tcn0.35,0.05,0.6000000000000001,0.34999999999999987,0.6297705745137104,0.12647158681651918,0.38601273584394,0.6153287736021333,0.012629070406885493,3
pinn0.05_tree0.65_tcn0.30,0.05,0.65,0.29999999999999993,0.629735820233618,0.12630960903778132,0.3857812495050172,0.6145756705432516,0.013356909379255613,3
pinn0.25_tree0.20_tcn0.55,0.25,0.2,0.55,0.6297264606497692,0.13014387246282946,0.3895967937623679,0.6179870597327097,0.010661615324325443,3
pinn0.30_tree0.20_tcn0.50,0.30000000000000004,0.2,0.49999999999999994,0.6297007819064907,0.13004965211463113,0.3894512159276126,0.6182078239712551,0.010421661792188853,3
pinn0.20_tree0.25_tcn0.55,0.2,0.25,0.55,0.6296907733061804,0.12951450866652484,0.38889605527888554,0.6176615362481442,0.010717887484914042,3
pinn0.35_tree0.35_tcn0.30,0.35000000000000003,0.35000000000000003,0.2999999999999999,0.6296694597473178,0.1283774299228513,0.3877163494174869,0.6166006623255326,0.01136700778678645,3
pinn0.15_tree0.60_tcn0.25,0.15000000000000002,0.6000000000000001,0.2499999999999999,0.629659750293878,0.12640274123725903,0.38572224182501486,0.6145535268959074,0.013250907906965296,3
pinn0.35_tree0.20_tcn0.45,0.35000000000000003,0.2,0.4499999999999999,0.6296591348677333,0.1300746563689159,0.38939292610438264,0.6183817582592285,0.01026212478012177,3
pinn0.10_tree0.35_tcn0.55,0.1,0.35000000000000003,0.55,0.6296135456825163,0.12857994929410185,0.38780704065913435,0.6173855140099884,0.010691870914147635,3
pinn0.00_tree0.50_tcn0.50,0.0,0.5,0.5,0.6295705276856753,0.1275176773863097,0.3866587327576605,0.6170199321374845,0.01090910963162821,3
pinn0.30_tree0.55_tcn0.15,0.30000000000000004,0.55,0.1499999999999999,0.6295601969051493,0.127203663820914,0.38632405763121264,0.6148563298502802,0.01286695995632669,3
pinn0.00_tree0.60_tcn0.40,0.0,0.6000000000000001,0.3999999999999999,0.6295315893952667,0.1267053766954576,0.38576855548599087,0.6153283152977632,0.012448604712785747,3
