variant,pinn_weight,tree_weight,tcn_family_weight,mean_score,mean_nmae,mean_ficr,worst_fold,std_score,n_folds
pinn0.30_tree0.00_tcn0.70,0.30000000000000004,0.0,0.7,0.6262121814955001,0.13405135488146067,0.3864757178724609,0.6169491710887977,0.00949069146467741,3
pinn0.50_tree0.00_tcn0.50,0.5,0.0,0.5,0.6261082310289212,0.13394381449056605,0.3861602765484086,0.6174011434106247,0.008671586713014469,3
pinn0.00_tree0.90_tcn0.10,0.0,0.9,0.09999999999999998,0.6260769110384784,0.12707814319239663,0.37923196526935327,0.6089587371276212,0.0158115060840803,3
pinn0.10_tree0.90_tcn0.00,0.1,0.9,0.0,0.6260461743346747,0.12750425173773552,0.3795966004070849,0.6078806393641851,0.016665208575304048,3
pinn0.60_tree0.35_tcn0.05,0.6000000000000001,0.35000000000000003,0.04999999999999988,0.6260087969456382,0.13130482364469107,0.38332241753596746,0.6151002268089037,0.009541010186932741,3
pinn0.60_tree0.20_tcn0.20,0.6000000000000001,0.2,0.1999999999999999,0.6259642791477745,0.13208622547058488,0.3840147837661341,0.6167801648734068,0.008004299599448657,3
pinn0.45_tree0.00_tcn0.55,0.45,0.0,0.55,0.6259320975945508,0.13378391190718011,0.385648107096282,0.6166145383077418,0.009234994189382601,3
pinn0.25_tree0.00_tcn0.75,0.25,0.0,0.75,0.6259275732008437,0.13440070691890174,0.3862558533205891,0.6164121411802075,0.009857063473840985,3
pinn0.60_tree0.15_tcn0.25,0.6000000000000001,0.15000000000000002,0.2499999999999999,0.6258778467077667,0.1325637702367796,0.384319463652313,0.6171447734105991,0.007683355929091054,3
pinn0.60_tree0.25_tcn0.15,0.6000000000000001,0.25,0.1499999999999999,0.6257557426620937,0.1317143695160292,0.38322585484021654,0.6165018589356599,0.008014394809196343,3
pinn0.15_tree0.05_tcn0.80,0.15000000000000002,0.05,0.7999999999999999,0.6257293010800326,0.13415017251729103,0.38560877467735594,0.615966793931438,0.009663078808531076,3
pinn0.60_tree0.10_tcn0.30,0.6000000000000001,0.1,0.29999999999999993,0.6256861194887094,0.1331484300977047,0.3845206690751235,0.6173358605430056,0.007719094748261151,3
pinn0.55_tree0.00_tcn0.45,0.55,0.0,0.44999999999999996,0.6256339575508844,0.13423040776123796,0.3854983228630067,0.6179544576069862,0.007699366757496421,3
pinn0.60_tree0.40_tcn0.00,0.6000000000000001,0.4,0.0,0.6254888464001075,0.13126557161934577,0.38224326441956064,0.613554423648564,0.010501165695534411,3
pinn0.00_tree0.95_tcn0.05,0.0,0.9500000000000001,0.04999999999999993,0.6253353029340262,0.12752902166079635,0.3781996275288486,0.6075115978120614,0.016644593196240915,3
pinn0.05_tree0.95_tcn0.00,0.05,0.9500000000000001,0.0,0.625298964224172,0.12774120433366054,0.3783391327820045,0.6070573513737824,0.016941175684983358,3
pinn0.60_tree0.05_tcn0.35,0.6000000000000001,0.05,0.3499999999999999,0.6252512533163129,0.13383496581843043,0.3843374724510564,0.6172377016240876,0.0076561756150921026,3
pinn0.10_tree0.05_tcn0.85,0.1,0.05,0.85,0.6250237921504395,0.13481037850770794,0.3848579628085869,0.6151792406075143,0.009394430412660736,3
pinn0.00_tree0.15_tcn0.85,0.0,0.15000000000000002,0.85,0.624965791253246,0.13383166250434794,0.38376324501083997,0.6147048757475659,0.00938499697653522,3
pinn0.20_tree0.00_tcn0.80,0.2,0.0,0.8,0.6249615656728257,0.13487766956842984,0.38480080091408125,0.6158990950432264,0.009239357758736437,3
pinn0.65_tree0.25_tcn0.10,0.65,0.25,0.09999999999999998,0.624830883539913,0.13252577247944755,0.3821875395592736,0.6152934513799724,0.008259749586007052,3
pinn0.65_tree0.30_tcn0.05,0.65,0.30000000000000004,0.04999999999999993,0.6248061659488854,0.13232732868722055,0.3819396605849912,0.6142908828419245,0.009173844240184945,3
pinn0.05_tree0.10_tcn0.85,0.05,0.1,0.85,0.6247981869866158,0.13426677366271345,0.3838631476359451,0.6145721636551108,0.009533136167733497,3
pinn0.60_tree0.00_tcn0.40,0.6000000000000001,0.0,0.3999999999999999,0.6247818459422413,0.13462868467862543,0.3841923765631082,0.6172278799920161,0.007337332754178488,3
pinn0.65_tree0.35_tcn0.00,0.65,0.35000000000000003,0.0,0.6247437826033693,0.13223605438387034,0.381723619590609,0.6133785037070636,0.009982571398834413,3
pinn0.65_tree0.15_tcn0.20,0.65,0.15000000000000002,0.19999999999999996,0.624689777213934,0.13326234148052304,0.3826418959083911,0.6164653178734142,0.007207090532599076,3
pinn0.65_tree0.20_tcn0.15,0.65,0.2,0.14999999999999997,0.6246573556202858,0.13283993103499295,0.38215464227556445,0.6156874830629285,0.00778162615935011,3
pinn0.65_tree0.10_tcn0.25,0.65,0.1,0.24999999999999997,0.6244278327210986,0.1337859226848644,0.38264158812706156,0.6165804161560325,0.007073640695486338,3
pinn0.15_tree0.00_tcn0.85,0.15000000000000002,0.0,0.85,0.6243400434323974,0.1354708046230615,0.38415089148785625,0.6150974364511836,0.00921494259837767,3
pinn0.65_tree0.05_tcn0.30,0.65,0.05,0.3,0.6240201080941076,0.13441142435138273,0.38245164053959796,0.6165962763167533,0.007080137037132424,3
pinn0.00_tree1.00_tcn0.00,0.0,1.0,0.0,0.6239644882638959,0.12808690005264017,0.37601587658043206,0.6056290965992598,0.017076373544696193,3
tree_only,0.0,1.0,0.0,0.6239644882638959,0.12808690005264017,0.37601587658043206,0.6056290965992598,0.017076373544696193,3
pinn0.00_tree0.10_tcn0.90,0.0,0.1,0.9,0.6238513313676338,0.1351211022831231,0.38282376501839077,0.6138808873921298,0.009255534319280858,3
pinn0.05_tree0.05_tcn0.90,0.05,0.05,0.8999999999999999,0.6236694781277768,0.13559831295320557,0.38293726920875937,0.6138657543693125,0.009142481713783051,3
pinn0.70_tree0.30_tcn0.00,0.7000000000000001,0.30000000000000004,0.0,0.623589562706575,0.1333187968614703,0.38049792227462004,0.6127830352706068,0.009408478017767698,3
pinn0.65_tree0.00_tcn0.35,0.65,0.0,0.35,0.6235334992922336,0.13514036211172406,0.38220736069619105,0.6165567272063037,0.006937759477088227,3
pinn0.70_tree0.20_tcn0.10,0.7000000000000001,0.2,0.09999999999999992,0.623521196417184,0.13371089453895676,0.38075328737332476,0.6147981685442315,0.007558634367056996,3
pinn0.70_tree0.15_tcn0.15,0.7000000000000001,0.15000000000000002,0.1499999999999999,0.6232045612881656,0.13407770145484135,0.3804868240311727,0.614719214467775,0.007399202338748621,3
pinn0.70_tree0.25_tcn0.05,0.7000000000000001,0.25,0.04999999999999993,0.6230833911895494,0.13345861974811735,0.3796254021272159,0.6136702188742649,0.008179110869668852,3
pinn0.10_tree0.00_tcn0.90,0.1,0.0,0.9,0.6229121373002716,0.13618603481673586,0.3820103094172793,0.6136327043919416,0.009061664005020264,3
pinn0.70_tree0.10_tcn0.20,0.7000000000000001,0.1,0.19999999999999993,0.6228052874678194,0.1345446761670191,0.38015525110265763,0.6155847374782334,0.006471531881467685,3
pinn0.70_tree0.05_tcn0.25,0.7000000000000001,0.05,0.24999999999999994,0.6224417619070265,0.1351105533369351,0.37999407715098793,0.6155439080501209,0.006275955841432873,3
pinn0.75_tree0.15_tcn0.10,0.75,0.15000000000000002,0.09999999999999998,0.6221596007428662,0.13500683343481215,0.3793260349205447,0.6140841215274283,0.007006742325137706,3
pinn0.75_tree0.25_tcn0.00,0.75,0.25,0.0,0.6221217304766151,0.13451392023178924,0.37875738118501934,0.6122371357432838,0.008619989719378003,3
pinn0.70_tree0.00_tcn0.30,0.7000000000000001,0.0,0.29999999999999993,0.622097503934939,0.1357782771248287,0.3799732849947068,0.6153847586626595,0.006312133596248508,3
pinn0.75_tree0.20_tcn0.05,0.75,0.2,0.04999999999999999,0.6219660402438542,0.13470352423176632,0.37863560471947455,0.6132346270448126,0.007574820769589461,3
pinn0.05_tree0.00_tcn0.95,0.05,0.0,0.95,0.6219537840825191,0.13701977396315113,0.3809273421281894,0.6128660790365191,0.008937844801768048,3
pinn0.00_tree0.05_tcn0.95,0.0,0.05,0.95,0.6219025912222126,0.13650363397848306,0.3803088164229084,0.6126584512911303,0.008698014745856453,3
pinn0.75_tree0.10_tcn0.15,0.75,0.1,0.15,0.6214036627523196,0.1354149514567857,0.37822227696142496,0.6139507445668692,0.006608119431286937,3
pinn0.75_tree0.05_tcn0.20,0.75,0.05,0.2,0.621321152723736,0.13592377068621997,0.3785660761336919,0.6146526182807254,0.0061017085985132806,3
pinn0.00_tree0.00_tcn1.00,0.0,0.0,1.0,0.6208425025422956,0.1379744721806273,0.37965947726521837,0.6114133480660997,0.00896668633444322,3
tcn_family_only,0.0,0.0,1.0,0.6208425025422956,0.1379744721806273,0.37965947726521837,0.6114133480660997,0.00896668633444322,3
pinn0.75_tree0.00_tcn0.25,0.75,0.0,0.25,0.6206915019833531,0.1365327064319132,0.37791571039861943,0.6143398955021393,0.005971340020191484,3
pinn0.80_tree0.20_tcn0.00,0.8,0.2,0.0,0.6199803089901389,0.13581147306883257,0.37577209104911025,0.6110204488876143,0.007794260181216745,3
pinn0.80_tree0.15_tcn0.05,0.8,0.15000000000000002,0.04999999999999993,0.619849651797229,0.13604802678109315,0.3757473303755509,0.611827727170624,0.0069475736415911685,3
pinn0.80_tree0.10_tcn0.10,0.8,0.1,0.09999999999999995,0.6197800143000624,0.13639573089866466,0.3759557594987894,0.6124824472615477,0.006414022989270248,3
pinn0.80_tree0.05_tcn0.15,0.8,0.05,0.14999999999999997,0.6195363581853708,0.13684318091901518,0.3759158972897568,0.6127813287526508,0.006141643444123596,3
pinn0.80_tree0.00_tcn0.20,0.8,0.0,0.19999999999999996,0.6192278472836397,0.13739503574677414,0.3758507303140533,0.6133470105397785,0.0056486710269199845,3
pinn0.85_tree0.15_tcn0.00,0.8500000000000001,0.15000000000000002,0.0,0.6186732618889198,0.13720413291727898,0.3745506566951185,0.6101539126798761,0.007393063445680183,3
pinn0.85_tree0.10_tcn0.05,0.8500000000000001,0.1,0.049999999999999906,0.6181501022486796,0.1374887557733211,0.37378896027068026,0.6102995027719506,0.0068090385695737865,3
pinn0.85_tree0.05_tcn0.10,0.8500000000000001,0.05,0.09999999999999991,0.6180418956677852,0.13787501032041669,0.3739588016559872,0.6114289576307923,0.005837237852162351,3
pinn0.85_tree0.00_tcn0.15,0.8500000000000001,0.0,0.1499999999999999,0.6174684810225561,0.13836780759189282,0.37330476963700515,0.6115252280321387,0.005563305481754875,3
pinn0.90_tree0.10_tcn0.00,0.9,0.1,0.0,0.6168317363253043,0.1386939445464806,0.37235741719708937,0.6092763624126416,0.006543983616613205,3
pinn0.90_tree0.05_tcn0.05,0.9,0.05,0.049999999999999975,0.6164409853022764,0.1390229649537995,0.3719049355583524,0.6096561509976888,0.0059724044461218866,3
pinn0.90_tree0.00_tcn0.10,0.9,0.0,0.09999999999999998,0.6158921455670715,0.13945634867467258,0.3712406398088157,0.610116379239897,0.00530999640132128,3
pinn0.95_tree0.05_tcn0.00,0.9500000000000001,0.05,0.0,0.6148733042225105,0.14028462087401702,0.370031229319038,0.6077631909458495,0.006234420563531944,3
pinn0.95_tree0.00_tcn0.05,0.9500000000000001,0.0,0.04999999999999993,0.614721178174834,0.14065917874649578,0.3701015350961639,0.6082734855647144,0.005874182213435918,3
pinn1.00_tree0.00_tcn0.00,1.0,0.0,0.0,0.6129296207051679,0.1419748132256036,0.36783405463593927,0.6059599165430072,0.006262554527528825,3
pinn_only,1.0,0.0,0.0,0.6129296207051679,0.1419748132256036,0.36783405463593927,0.6059599165430072,0.006262554527528825,3
