variant,pred_year,group,score,nmae,ficr,n_rows,pinn_weight,tree_weight,tcn_family_weight
pinn0.10_tree0.15_tcn0.75,2024,fold_mean,0.635908952445492,0.12392270948527288,0.3957406143762569,26334,0.1,0.15000000000000002,0.75
pinn0.10_tree0.20_tcn0.70,2022,kpx_group_1,0.6224159161505047,0.1296021361347828,0.37443396843579224,8664,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2022,kpx_group_2,0.6392723040612565,0.12982186540988605,0.408366473532399,8664,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2022,fold_mean,0.6308441101058806,0.1297120007723344,0.39140022098409566,17328,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2023,kpx_group_1,0.6285351578875523,0.1319614234235566,0.38903173919866135,8757,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2023,kpx_group_2,0.6464608157906025,0.13473748262396087,0.42765911420516606,8758,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2023,kpx_group_3,0.5758834061415513,0.1565895039750834,0.30835631625818605,8759,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2023,fold_mean,0.6169597932732355,0.1410961366742003,0.37501572322067117,26274,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2024,kpx_group_1,0.6459006465084889,0.11450628499107658,0.4063075780080543,8778,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2024,kpx_group_2,0.6735363346662717,0.11988734663560359,0.4669600159681471,8778,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2024,kpx_group_3,0.5880694249198047,0.13444222859171676,0.3105810784313262,8778,0.1,0.2,0.7
pinn0.10_tree0.20_tcn0.70,2024,fold_mean,0.6358354686981884,0.12294528673946564,0.3946162241358426,26334,0.1,0.2,0.7
pinn0.10_tree0.25_tcn0.65,2022,kpx_group_1,0.624057950661334,0.12883204598419845,0.3769479473068665,8664,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2022,kpx_group_2,0.6396833456848897,0.12857100739926078,0.40793769876904024,8664,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2022,fold_mean,0.6318706481731118,0.12870152669172963,0.39244282303795336,17328,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2023,kpx_group_1,0.6276331125481773,0.13088132176162104,0.38614754685797575,8757,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2023,kpx_group_2,0.6479363364782704,0.13341992762753235,0.42929260058407326,8758,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2023,kpx_group_3,0.5770587557276476,0.1556728962006296,0.3097904076559248,8759,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2023,fold_mean,0.6175427349180318,0.139991381863261,0.3750768516993246,26274,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2024,kpx_group_1,0.6455540122348163,0.11376316397924081,0.40487118844887343,8778,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2024,kpx_group_2,0.6746132431315561,0.11899135933791569,0.46821784560102797,8778,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2024,kpx_group_3,0.5882619570301914,0.13348834436906615,0.31001225842944896,8778,0.1,0.25,0.65
pinn0.10_tree0.25_tcn0.65,2024,fold_mean,0.6361430707988546,0.12208095589540756,0.39436709749311677,26334,0.1,0.25,0.65
pinn0.10_tree0.30_tcn0.60,2022,kpx_group_1,0.6255931230958578,0.12814256963024193,0.37932881582195743,8664,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2022,kpx_group_2,0.6410718388814168,0.12741231661158572,0.4095559943744194,8664,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2022,fold_mean,0.6333324809886374,0.12777744312091383,0.3944424050981884,17328,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2023,kpx_group_1,0.6260956749413978,0.12993112036514695,0.38212247024794266,8757,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2023,kpx_group_2,0.6488184795034009,0.13219328941927203,0.4298302484260738,8758,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2023,kpx_group_3,0.5774853966127649,0.1548572255251356,0.30982801875066524,8759,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2023,fold_mean,0.6174665170191879,0.1389938784365182,0.3739269124748939,26274,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2024,kpx_group_1,0.6445909096525524,0.11312607924505164,0.4023078985501566,8778,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2024,kpx_group_2,0.6762465388924841,0.11822010996261482,0.47071318774758286,8778,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2024,kpx_group_3,0.5891776403250263,0.13264624687599913,0.31100152752605176,8778,0.1,0.30000000000000004,0.6
pinn0.10_tree0.30_tcn0.60,2024,fold_mean,0.636671696290021,0.12133081202788853,0.3946742046079304,26334,0.1,0.30000000000000004,0.6
pinn0.10_tree0.35_tcn0.55,2022,kpx_group_1,0.626808458399055,0.12754132891381198,0.3811582457119218,8664,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2022,kpx_group_2,0.6416987604972292,0.12635897881521704,0.4097564998096754,8664,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2022,fold_mean,0.6342536094481421,0.12695015386451453,0.3954573727607986,17328,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2023,kpx_group_1,0.6242612803259715,0.12910793633514284,0.37763049698708595,8757,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2023,kpx_group_2,0.6501148049419507,0.13108137744861906,0.43131098733252055,8758,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2023,kpx_group_3,0.5777804567620431,0.1541334109754282,0.30969432449951456,8759,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2023,fold_mean,0.6173855140099884,0.13810757491973003,0.37287860293970704,26274,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2024,kpx_group_1,0.645123415328084,0.11257958233238317,0.4028264129885514,8778,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2024,kpx_group_2,0.6772314367827194,0.11754215871392612,0.4720050322793648,8778,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2024,kpx_group_3,0.5892496886574512,0.13192461624787374,0.3104239935627761,8778,0.1,0.35000000000000003,0.55
pinn0.10_tree0.35_tcn0.55,2024,fold_mean,0.6372015135894182,0.120682119098061,0.39508514627689745,26334,0.1,0.35000000000000003,0.55
pinn0.10_tree0.40_tcn0.50,2022,kpx_group_1,0.629092830802259,0.12702939471618369,0.38521505632070174,8664,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2022,kpx_group_2,0.643284710064554,0.12539965119131993,0.4119690713204278,8664,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2022,fold_mean,0.6361887704334065,0.1262145229537518,0.3985920638205648,17328,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2023,kpx_group_1,0.6232877895722525,0.12840718360144115,0.37498276274594616,8757,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2023,kpx_group_2,0.6510355814712268,0.13010239187498032,0.43217355481743375,8758,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2023,kpx_group_3,0.5780266775199339,0.15352143649384178,0.30957479153370937,8759,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2023,fold_mean,0.6174500161878044,0.13734367065675443,0.3722437030323631,26274,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2024,kpx_group_1,0.6441468143454238,0.11217285204309717,0.4004664807339446,8778,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2024,kpx_group_2,0.6770978019132086,0.11697570345269141,0.4711713072791084,8778,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2024,kpx_group_3,0.5904010501579782,0.13134515873944383,0.31214725905540014,8778,0.1,0.4,0.5
pinn0.10_tree0.40_tcn0.50,2024,fold_mean,0.6372152221388702,0.12016457141174414,0.3945950156894844,26334,0.1,0.4,0.5
pinn0.10_tree0.45_tcn0.45,2022,kpx_group_1,0.6301718030179946,0.12659866452730398,0.38694227056329317,8664,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2022,kpx_group_2,0.6440721495589383,0.1245431025544654,0.412687401672342,8664,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2022,fold_mean,0.6371219762884665,0.1255708835408847,0.3998148361178176,17328,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2023,kpx_group_1,0.6209197023912856,0.12784314684415526,0.3696825516267264,8757,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2023,kpx_group_2,0.6508257456698024,0.12924669507720482,0.43089818641680977,8758,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2023,kpx_group_3,0.5792859388748328,0.1530083272828338,0.3115802050324995,8759,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2023,fold_mean,0.6170104623119735,0.1366993897347313,0.3707203143586786,26274,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2024,kpx_group_1,0.6419617247588466,0.11189832934998876,0.39582177886768205,8778,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2024,kpx_group_2,0.6774105927149238,0.11654287289167779,0.4713640583215253,8778,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2024,kpx_group_3,0.5899769236803439,0.13089666398538952,0.31085051134607733,8778,0.1,0.45,0.45
pinn0.10_tree0.45_tcn0.45,2024,fold_mean,0.6364497470513714,0.11977928874235204,0.3926787828450949,26334,0.1,0.45,0.45
pinn0.10_tree0.50_tcn0.40,2022,kpx_group_1,0.6312568762422863,0.12625341236365878,0.38876716484823126,8664,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2022,kpx_group_2,0.6460563616346457,0.12377364291271985,0.41588636618201136,8664,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2022,fold_mean,0.638656618938466,0.12501352763818932,0.4023267655151213,17328,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2023,kpx_group_1,0.6201565853847653,0.12741460411391922,0.3677277748834497,8757,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2023,kpx_group_2,0.6512698215785495,0.12852741907004878,0.43106706222714763,8758,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2023,kpx_group_3,0.5791718128315705,0.15258935003899135,0.31093297570213224,8759,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2023,fold_mean,0.6168660732649617,0.1361771244076531,0.3699092709375765,26274,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2024,kpx_group_1,0.6416740871025098,0.11177082703073894,0.39511900123575866,8778,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2024,kpx_group_2,0.6772139872291673,0.11626070169356345,0.470688676151898,8778,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2024,kpx_group_3,0.5906253469897103,0.13059072035253952,0.31184141433196,8778,0.1,0.5,0.4
pinn0.10_tree0.50_tcn0.40,2024,fold_mean,0.6365044737737958,0.11954074969228064,0.39254969723987215,26334,0.1,0.5,0.4
pinn0.10_tree0.55_tcn0.35,2022,kpx_group_1,0.6327665877075259,0.1260241148982834,0.39155729031333525,8664,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2022,kpx_group_2,0.6458847088641586,0.12309389775736963,0.41486331548568683,8664,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2022,fold_mean,0.6393256482858423,0.12455900632782652,0.40321030289951104,17328,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2023,kpx_group_1,0.619781424425395,0.12712849918795344,0.3666913480387434,8757,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2023,kpx_group_2,0.6516436770813007,0.1279092638586882,0.43119661802128956,8758,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2023,kpx_group_3,0.5782278504544965,0.15226363019887074,0.3087193311078638,8759,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2023,fold_mean,0.6165509839870641,0.13576713108183744,0.3688690990559656,26274,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2024,kpx_group_1,0.6406055360665418,0.11177948974007243,0.392990561873156,8778,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2024,kpx_group_2,0.6769651792795369,0.11609925476768321,0.47002961332675713,8778,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2024,kpx_group_3,0.5903577520509735,0.13040615178606688,0.31112165588801377,8778,0.1,0.55,0.35
pinn0.10_tree0.55_tcn0.35,2024,fold_mean,0.6359761557990175,0.11942829876460752,0.3913806103626423,26334,0.1,0.55,0.35
pinn0.10_tree0.60_tcn0.30,2022,kpx_group_1,0.6329381944901733,0.12588730466667414,0.3917636936470209,8664,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2022,kpx_group_2,0.645421194657853,0.1225233784471998,0.4133657677629056,8664,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2022,fold_mean,0.6391796945740131,0.12420534155693697,0.40256473070496324,17328,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2023,kpx_group_1,0.6170377921260591,0.12699962675579762,0.3610752110079158,8757,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2023,kpx_group_2,0.6506172541241695,0.12737888093903846,0.42861338918737757,8758,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2023,kpx_group_3,0.5785036389439994,0.15203288889499358,0.3090401667829923,8759,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2023,fold_mean,0.615386228398076,0.1354704655299432,0.36624292232609523,26274,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2024,kpx_group_1,0.6400309333152234,0.11190482321629294,0.3919666898467397,8778,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2024,kpx_group_2,0.6774042605254615,0.11605462074652821,0.4708631417974513,8778,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2024,kpx_group_3,0.5897711676122367,0.1303449711928089,0.3098873064172823,8778,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.60_tcn0.30,2024,fold_mean,0.6357354538176406,0.11943480505187669,0.3909057126871578,26334,0.1,0.6000000000000001,0.29999999999999993
pinn0.10_tree0.65_tcn0.25,2022,kpx_group_1,0.6330628902018376,0.12584602562563396,0.39197180602930926,8664,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2022,kpx_group_2,0.6466186104269271,0.1220737969267943,0.4153110177806487,8664,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2022,fold_mean,0.6398407503143824,0.12395991127621414,0.403641411904979,17328,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2023,kpx_group_1,0.6146524918846269,0.12703626294896614,0.3563412467182199,8757,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2023,kpx_group_2,0.6490426518021851,0.1269551467187747,0.425040450323145,8758,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2023,kpx_group_3,0.5781928637338286,0.1519025234285687,0.30828825089622586,8759,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2023,fold_mean,0.6139626691402135,0.13529797769876983,0.36322331597919694,26274,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2024,kpx_group_1,0.6362061010064479,0.11215791482208345,0.3845701168349793,8778,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2024,kpx_group_2,0.6767225097290587,0.11613676410750247,0.46958178356561986,8778,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2024,kpx_group_3,0.5898685090633463,0.13042112167110748,0.3101581397978002,8778,0.1,0.65,0.25
pinn0.10_tree0.65_tcn0.25,2024,fold_mean,0.6342657065996176,0.11957193353356448,0.38810334673279984,26334,0.1,0.65,0.25
pinn0.10_tree0.70_tcn0.20,2022,kpx_group_1,0.6343463940581016,0.12590310047823472,0.3945958885944379,8664,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2022,kpx_group_2,0.6457565909244883,0.12175338791559703,0.41326656976457365,8664,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2022,fold_mean,0.640051492491295,0.12382824419691588,0.40393122917950575,17328,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2023,kpx_group_1,0.613128915475514,0.12720907325473674,0.3534669042057646,8757,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2023,kpx_group_2,0.6485506637101192,0.12665833913230362,0.4237596665525419,8758,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2023,kpx_group_3,0.5784115982072477,0.15188852108313458,0.30871171749763004,8759,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2023,fold_mean,0.613363725797627,0.13525197782339163,0.3619794294186455,26274,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2024,kpx_group_1,0.635929509384812,0.11251199115820563,0.38437100992782963,8778,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2024,kpx_group_2,0.6771225381992946,0.11634050664819871,0.4705855830467879,8778,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2024,kpx_group_3,0.5909381795498464,0.13062179302333543,0.3124981521230282,8778,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.70_tcn0.20,2024,fold_mean,0.6346634090446509,0.11982476360991327,0.3891515816992152,26334,0.1,0.7000000000000001,0.19999999999999996
pinn0.10_tree0.75_tcn0.15,2022,kpx_group_1,0.6348688784217278,0.12607564822305278,0.3958134050665083,8664,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2022,kpx_group_2,0.6463242142457921,0.12153566578922594,0.4141840942808101,8664,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2022,fold_mean,0.64059654633376,0.12380565700613935,0.40499874967365923,17328,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2023,kpx_group_1,0.6114484447133076,0.1275081597400189,0.3504050491666342,8757,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2023,kpx_group_2,0.6476563950347901,0.1264845855256133,0.42179737559519354,8758,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2023,kpx_group_3,0.5780204177919239,0.1519658655931648,0.30800670117701257,8759,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2023,fold_mean,0.6123750858466739,0.13531953695293233,0.3600697086462801,26274,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2024,kpx_group_1,0.6331264583148959,0.11298847750316598,0.3792413941329578,8778,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2024,kpx_group_2,0.6768114249408241,0.11665574723243623,0.47027859711408454,8778,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2024,kpx_group_3,0.5905532395003645,0.13095348495949655,0.3120599639602255,8778,0.1,0.75,0.15000000000000002
pinn0.10_tree0.75_tcn0.15,2024,fold_mean,0.6334970409186949,0.12019923656503291,0.3871933184024226,26334,0.1,0.75,0.15000000000000002
pinn0.10_tree0.80_tcn0.10,2022,kpx_group_1,0.6351868016704618,0.1263435063016159,0.3967171096425396,8664,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2022,kpx_group_2,0.6458505126343075,0.12143476272076437,0.41313578798937944,8664,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2022,fold_mean,0.6405186571523847,0.12388913451119013,0.4049264488159595,17328,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2023,kpx_group_1,0.6102773837539129,0.12794876735370803,0.34850353486153396,8757,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2023,kpx_group_2,0.6473295534254686,0.1264024317409135,0.42106153859185064,8758,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2023,kpx_group_3,0.5770675667057622,0.15212044738192748,0.30625558079345194,8759,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2023,fold_mean,0.6115581679617147,0.13549054882551634,0.3586068847489455,26274,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2024,kpx_group_1,0.6307037093615857,0.1135830341075182,0.3749904528306896,8778,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2024,kpx_group_2,0.6757470225328781,0.11707889259993282,0.46857293766568897,8778,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2024,kpx_group_3,0.5903822761134736,0.13140371396019881,0.3121682661871459,8778,0.1,0.8,0.09999999999999998
pinn0.10_tree0.80_tcn0.10,2024,fold_mean,0.6322776693359792,0.1206885468892166,0.38524388556117484,26334,0.1,0.8,0.09999999999999998
pinn0.10_tree0.85_tcn0.05,2022,kpx_group_1,0.6358230081113972,0.1266927396414818,0.39833875586427636,8664,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2022,kpx_group_2,0.6464908082764873,0.12145229698750513,0.41443391354047987,8664,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2022,fold_mean,0.6411569081939423,0.12407251831449348,0.4063863347023781,17328,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2023,kpx_group_1,0.6075859697873779,0.12852983702515386,0.34370177659990964,8757,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2023,kpx_group_2,0.644463662436247,0.12645318220125654,0.41538050707375057,8758,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2023,kpx_group_3,0.5767696540805242,0.15236977921649394,0.30590908737754235,8759,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2023,fold_mean,0.6096064287680497,0.1357842661476348,0.35499712368373415,26274,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2024,kpx_group_1,0.6296490949285741,0.11425708791596635,0.37355527777311454,8778,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2024,kpx_group_2,0.6741265559996981,0.11761193969372996,0.4658650516931261,8778,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2024,kpx_group_3,0.589456516164164,0.13195428474143614,0.31086731706976395,8778,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.85_tcn0.05,2024,fold_mean,0.631077389030812,0.12127443745037747,0.38342921551200154,26334,0.1,0.8500000000000001,0.04999999999999993
pinn0.10_tree0.90_tcn0.00,2022,kpx_group_1,0.6359774175883423,0.12712684105234567,0.3990816762290301,8664,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2022,kpx_group_2,0.6452784988365595,0.12159849737742988,0.41215549505054894,8664,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2022,fold_mean,0.6406279582124509,0.12436266921488778,0.40561858563978953,17328,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2023,kpx_group_1,0.6041298284389262,0.12921243208662206,0.3374720889644743,8757,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2023,kpx_group_2,0.644290001465232,0.12664057537925316,0.4152205783097172,8758,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2023,kpx_group_3,0.5752220881883974,0.15271199743585012,0.303156173812645,8759,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2023,fold_mean,0.6078806393641851,0.13618833496724178,0.3519496136956122,26274,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2024,kpx_group_1,0.6276474311535618,0.11503017512160403,0.3703250374287277,8778,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2024,kpx_group_2,0.6722653291004422,0.11826210911638425,0.4627927673172687,8778,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2024,kpx_group_3,0.5889770160281598,0.13259296885524272,0.31054700091156234,8778,0.1,0.9,0.0
pinn0.10_tree0.90_tcn0.00,2024,fold_mean,0.6296299254273879,0.121961751031077,0.3812216018858529,26334,0.1,0.9,0.0
pinn0.15_tree0.00_tcn0.85,2022,kpx_group_1,0.6148201277642487,0.1329878392224861,0.36262809475098345,8664,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2022,kpx_group_2,0.6339711194856261,0.1351914259266861,0.40313366489793834,8664,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2022,fold_mean,0.6243956236249374,0.13408963257458612,0.3828808798244609,17328,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2023,kpx_group_1,0.6291410725563844,0.13631429282497215,0.39459643793774085,8757,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2023,kpx_group_2,0.6425556268908896,0.14043541180272742,0.42554666558450666,8758,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2023,kpx_group_3,0.573595609906277,0.16011061747670655,0.3073018372892605,8759,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2023,fold_mean,0.6150974364511836,0.14562010736813535,0.37581498027050264,26274,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2024,kpx_group_1,0.647393816310049,0.11775014756970603,0.41253778018980414,8778,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2024,kpx_group_2,0.6662397127611028,0.12413305402424143,0.45661247954644724,8778,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2024,kpx_group_3,0.5869476815920612,0.13822482018544155,0.3121201833695641,8778,0.15000000000000002,0.0,0.85
pinn0.15_tree0.00_tcn0.85,2024,fold_mean,0.633527070221071,0.126702673926463,0.39375681436860516,26334,0.15000000000000002,0.0,0.85
pinn0.15_tree0.05_tcn0.80,2022,kpx_group_1,0.6160735952424959,0.13192013991270474,0.3640673303976966,8664,0.15000000000000002,0.05,0.7999999999999999
pinn0.15_tree0.05_tcn0.80,2022,kpx_group_2,0.6357890563534604,0.13365837877063447,0.4052364914775552,8664,0.15000000000000002,0.05,0.7999999999999999
pinn0.15_tree0.05_tcn0.80,2022,fold_mean,0.6259313257979782,0.1327892593416696,0.3846519109376259,17328,0.15000000000000002,0.05,0.7999999999999999
pinn0.15_tree0.05_tcn0.80,2023,kpx_group_1,0.6287496000975742,0.13485687522628798,0.39235607542143636,8757,0.15000000000000002,0.05,0.7999999999999999
pinn0.15_tree0.05_tcn0.80,2023,kpx_group_2,0.6448421961025961,0.13875923809302634,0.4284436302982184,8758,0.15000000000000002,0.05,0.7999999999999999
pinn0.15_tree0.05_tcn0.80,2023,kpx_group_3,0.5743085855941437,0.1588983789785536,0.3075155501668409,8759,0.15000000000000002,0.05,0.7999999999999999
