variant,stage2_score,stage2_nmae,stage2_ficr
meteo_mix30_unison70_vestas_p90,0.6015480677051783,0.13825214235730204,0.3413482777676586
meteo_mix30_unison70_vestas_cubic,0.6007292442047973,0.13867617293854304,0.34013466134813775
meteo_mix50_unison50_vestas_cubic,0.5995833375482871,0.1392873250979714,0.3384540001945454
meteo_unison_cubic,0.5967513622068306,0.14180445961411384,0.3353071840277749
