candidate,mean_score,worst_fold,best_fold,std_score,n_folds
global_pinn_1.00,0.6177935653840828,0.6101900729204608,0.6253970578477048,0.010752962163455877,2
holdout_best_weights,0.6158454535308199,0.6034326076893557,0.6282582993722841,0.01755441493664512,2
global_pinn_0.50,0.6138858725089082,0.6022487915616983,0.6255229534561182,0.016457317701977846,2
global_pinn_0.40,0.6105959565276833,0.5988355970369708,0.6223563160183959,0.016631659890148916,2
global_pinn_0.30,0.6063485885430633,0.5948190474020673,0.6178781296840592,0.01630523344953503,2
global_pinn_0.20,0.6024181691168831,0.5908642586943107,0.6139720795394555,0.016339696818045816,2
global_pinn_0.10,0.598105187798935,0.5865939261036341,0.6096164494942357,0.016279382409520197,2
global_pinn_0.05,0.5959035885111233,0.5844685092527233,0.6073386677695234,0.016171644174040607,2
global_pinn_0.00,0.5933477869152357,0.58222463029702,0.6044709435334515,0.015730518945880845,2
