trial,min_output_ratio,weight_policy,random_state,n_jobs,verbose,objective,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,min_split_gain,group,pred_year,train_years,score,nmae,ficr,n_train,n_val
3,0.03,metric_x2,20260708003,-1,-1,regression,1626,0.025115737610564452,64,4,160,0.8192424470009061,0.5652368208324232,0.005986600362272668,0.012447797537196291,3.6069078455744203e-05,kpx_group_2,2022,"2023,2024",0.6097280445745237,0.13022125518141642,0.34967734433046366,12747,8664
3,0.03,metric_x2,20260708003,-1,-1,regression,1626,0.025115737610564452,64,4,160,0.8192424470009061,0.5652368208324232,0.005986600362272668,0.012447797537196291,3.6069078455744203e-05,kpx_group_2,2023,"2022,2024",0.6136309869663895,0.13346822673402284,0.3607302006668019,12674,8758
3,0.03,metric_x2,20260708003,-1,-1,regression,1626,0.025115737610564452,64,4,160,0.8192424470009061,0.5652368208324232,0.005986600362272668,0.012447797537196291,3.6069078455744203e-05,kpx_group_2,2024,"2022,2023",0.6576823964084503,0.11728023854866468,0.43264503136556515,13207,8778
4,0.03,actual_sqrt,20260708004,-1,-1,huber,1664,0.04993217888292129,96,5,220,0.858955158927444,0.7332785567575387,0.05313772772964361,0.00875766405184692,0.2257663201849246,kpx_group_2,2022,"2023,2024",0.4410288568750743,0.24445639560860838,0.12651410935875695,12747,8664
4,0.03,actual_sqrt,20260708004,-1,-1,huber,1664,0.04993217888292129,96,5,220,0.858955158927444,0.7332785567575387,0.05313772772964361,0.00875766405184692,0.2257663201849246,kpx_group_2,2023,"2022,2024",0.44802656039059013,0.24097014220420157,0.13702326298538184,12674,8758
4,0.03,actual_sqrt,20260708004,-1,-1,huber,1664,0.04993217888292129,96,5,220,0.858955158927444,0.7332785567575387,0.05313772772964361,0.00875766405184692,0.2257663201849246,kpx_group_2,2024,"2022,2023",0.4529669610856785,0.23413686548115792,0.14007078765251504,13207,8778
5,0.15,none,20260708005,-1,-1,huber,1699,0.06935334352940849,128,10,60,0.7190870999969967,0.5560715502532223,1.4577828704749247,0.04064053454980526,0.0004741294718046255,kpx_group_2,2022,"2023,2024",0.45388999988704376,0.24124025482008352,0.14902025459417098,9415,8664
5,0.15,none,20260708005,-1,-1,huber,1699,0.06935334352940849,128,10,60,0.7190870999969967,0.5560715502532223,1.4577828704749247,0.04064053454980526,0.0004741294718046255,kpx_group_2,2023,"2022,2024",0.4576208681873689,0.24225434823948225,0.15749608461422007,9424,8758
5,0.15,none,20260708005,-1,-1,huber,1699,0.06935334352940849,128,10,60,0.7190870999969967,0.5560715502532223,1.4577828704749247,0.04064053454980526,0.0004741294718046255,kpx_group_2,2024,"2022,2023",0.45997336441418013,0.23692354298486598,0.15687027181322624,9857,8778
6,0.05,none,20260708006,-1,-1,regression,1272,0.013343304221249287,48,7,40,0.6719563034847084,0.6239190885774084,0.06290467478838395,0.0024419452956662498,0.07260464074236933,kpx_group_2,2022,"2023,2024",0.6071496498279303,0.12905907498113778,0.3433583746369984,11907,8664
6,0.05,none,20260708006,-1,-1,regression,1272,0.013343304221249287,48,7,40,0.6719563034847084,0.6239190885774084,0.06290467478838395,0.0024419452956662498,0.07260464074236933,kpx_group_2,2023,"2022,2024",0.6159222916714744,0.1315460735440459,0.3633906568869947,11777,8758
6,0.05,none,20260708006,-1,-1,regression,1272,0.013343304221249287,48,7,40,0.6719563034847084,0.6239190885774084,0.06290467478838395,0.0024419452956662498,0.07260464074236933,kpx_group_2,2024,"2022,2023",0.6624118693185639,0.11689048551503349,0.44171422415216127,12342,8778
7,0.05,metric_x2,20260708007,-1,-1,regression_l1,770,0.04940535650090239,48,8,60,0.7566934328856366,0.9649604866297441,0.0006198189581200961,0.26349351831931533,0.015297402667653306,kpx_group_2,2022,"2023,2024",0.6180656656268546,0.12673381710097062,0.36286514835467987,11907,8664
7,0.05,metric_x2,20260708007,-1,-1,regression_l1,770,0.04940535650090239,48,8,60,0.7566934328856366,0.9649604866297441,0.0006198189581200961,0.26349351831931533,0.015297402667653306,kpx_group_2,2023,"2022,2024",0.6231615076152903,0.13063191816577113,0.3769549333963517,11777,8758
7,0.05,metric_x2,20260708007,-1,-1,regression_l1,770,0.04940535650090239,48,8,60,0.7566934328856366,0.9649604866297441,0.0006198189581200961,0.26349351831931533,0.015297402667653306,kpx_group_2,2024,"2022,2023",0.6616505363130962,0.11776254340984797,0.4410636160360403,12342,8778
8,0.03,actual_sqrt,20260708008,-1,-1,regression_l1,712,0.018462288822834447,16,8,300,0.8447863307554317,0.7191024580181484,2.7780904365696286,2.1012786440683704,0.36150288608864073,kpx_group_2,2022,"2023,2024",0.6368280971381403,0.12611659684268897,0.39977279111896946,12747,8664
8,0.03,actual_sqrt,20260708008,-1,-1,regression_l1,712,0.018462288822834447,16,8,300,0.8447863307554317,0.7191024580181484,2.7780904365696286,2.1012786440683704,0.36150288608864073,kpx_group_2,2023,"2022,2024",0.6350480939906913,0.129841689019925,0.39993787700130756,12674,8758
8,0.03,actual_sqrt,20260708008,-1,-1,regression_l1,712,0.018462288822834447,16,8,300,0.8447863307554317,0.7191024580181484,2.7780904365696286,2.1012786440683704,0.36150288608864073,kpx_group_2,2024,"2022,2023",0.661229405461979,0.1203366145429622,0.44279542546691997,13207,8778
9,0.05,metric_x2,20260708009,-1,-1,huber,1547,0.04608979418188669,32,10,220,0.6125305567456588,0.6283114294290593,2.911758685697324,0.3718474348363937,0.11410329437938792,kpx_group_2,2022,"2023,2024",0.4391149082314153,0.24524387414101684,0.12347369060384736,11907,8664
9,0.05,metric_x2,20260708009,-1,-1,huber,1547,0.04608979418188669,32,10,220,0.6125305567456588,0.6283114294290593,2.911758685697324,0.3718474348363937,0.11410329437938792,kpx_group_2,2023,"2022,2024",0.44766499414790156,0.24130284132858218,0.13663282962438525,11777,8758
9,0.05,metric_x2,20260708009,-1,-1,huber,1547,0.04608979418188669,32,10,220,0.6125305567456588,0.6283114294290593,2.911758685697324,0.3718474348363937,0.11410329437938792,kpx_group_2,2024,"2022,2023",0.4529716251945658,0.23432487599094137,0.14026812638007297,12342,8778
10,0.05,metric_x2,20260708010,-1,-1,regression_l1,1750,0.0492588580723325,128,7,160,0.9735407051589782,0.8517985352797569,0.0005782907321139308,15.51055682017964,2.188270096458609e-05,kpx_group_2,2022,"2023,2024",0.626578061320375,0.12511926426999598,0.3782753869107459,11907,8664
10,0.05,metric_x2,20260708010,-1,-1,regression_l1,1750,0.0492588580723325,128,7,160,0.9735407051589782,0.8517985352797569,0.0005782907321139308,15.51055682017964,2.188270096458609e-05,kpx_group_2,2023,"2022,2024",0.6269883123353072,0.12907478997275199,0.3830514146433664,11777,8758
10,0.05,metric_x2,20260708010,-1,-1,regression_l1,1750,0.0492588580723325,128,7,160,0.9735407051589782,0.8517985352797569,0.0005782907321139308,15.51055682017964,2.188270096458609e-05,kpx_group_2,2024,"2022,2023",0.6645112028286972,0.1177424711759512,0.4467648768333457,12342,8778
11,0.1,metric_x2,20260708011,-1,-1,huber,1440,0.021613963977963422,16,-1,20,0.800140805342266,0.6108156825176428,0.0008352407291074973,48.59071002557399,0.030650874782063967,kpx_group_2,2022,"2023,2024",0.4432215512549113,0.24430721758242122,0.13075032009224385,10450,8664
11,0.1,metric_x2,20260708011,-1,-1,huber,1440,0.021613963977963422,16,-1,20,0.800140805342266,0.6108156825176428,0.0008352407291074973,48.59071002557399,0.030650874782063967,kpx_group_2,2023,"2022,2024",0.449022837661522,0.24195554679149517,0.1400012221145391,10416,8758
11,0.1,metric_x2,20260708011,-1,-1,huber,1440,0.021613963977963422,16,-1,20,0.800140805342266,0.6108156825176428,0.0008352407291074973,48.59071002557399,0.030650874782063967,kpx_group_2,2024,"2022,2023",0.45377455696838126,0.23553667670265688,0.14308579063941937,10914,8778
